Province/Territory,Program Stream,Employer,Incorporate Status,Approved LMIAs,Approved Positions,NOC code,Occupation name
Nova Scotia                                                                ,Primary Agriculture,Four Seasons Farm Inc.,Unknown,1,2,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Fuller Brothers Farm Inc.,Corporation,1,4,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Grand Pre Wines Ltd,Unknown,1,4,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,J & B Millen Farms Limited,Unknown,3,46,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Jost Vineyards Limited,Unknown,2,8,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Kilany Farms Ltd.,Unknown,1,5,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Kimberlee Farms Ltd.,Unknown,1,15,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Luckett Farms Ltd.,Unknown,1,4,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,M. Keddy Farm & Forest Ltd.,Unknown,1,8,85103,Nursery And Greenhouse Labourers
Nova Scotia                                                                ,Primary Agriculture,Mahoney'S Evergreens L.P.,Unknown,2,14,85103,Nursery And Greenhouse Labourers
Nova Scotia                                                                ,Primary Agriculture,Mcconnell-Gordon Estates Ltd.,Unknown,1,4,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Melvin Farms Limited,Unknown,1,22,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Merks Poultry Farm Limited,Corporation,1,2,85100,Livestock Labourers
Nova Scotia                                                                ,Primary Agriculture,Millen Farms Ltd,Unknown,2,144,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Noggins Corner Farm Ii Ltd.,Unknown,1,39,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Northern Lights Christmas Tree Farms Ltd.,Unknown,1,5,85103,Nursery And Greenhouse Labourers
Nova Scotia                                                                ,Primary Agriculture,Northridge Farms N.S. Limited,Unknown,1,8,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Perfect Berries Ltd.,Unknown,1,15,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Randsland Farms Inc,Unknown,1,19,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Sarsfield Farms Incorporated,Unknown,1,12,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Spurr Brothers Farms Ltd,Unknown,2,12,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Stirling Fruit Farms (2000) Ltd,Unknown,3,71,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Stirlings Mountainside Farms 2017 Ltd,Unknown,1,36,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Thiessen Farm Ltd.,Unknown,1,10,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Town Plot Orchards Ltd,Corporation,2,15,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Van Meekeren Farms Ltd.,Unknown,2,2,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Vermeulen Farms Limited,Unknown,1,15,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Walsh Farms Inc,Corporation,1,6,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Webster Farms Limited,Unknown,2,24,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,West Ridge Estates Vineyard,Unknown,1,2,85101,Harvesting Labourers
Nova Scotia                                                                ,Primary Agriculture,Wohlgemuth Farms Ltd.,Unknown,1,2,82030,Agricultural Service Contractors And Farm Supervisors
New Brunswick                                                              ,High Wage,610484 N.B. Inc.,Unknown,1,1,13100,Administrative Officers
New Brunswick                                                              ,High Wage,615163 Nb Inc,Unknown,1,1,14101,Receptionists
New Brunswick                                                              ,High Wage,Ayr Motor Express Inc,Unknown,1,10,73300,Transport Truck Drivers
New Brunswick                                                              ,High Wage,Birch Hill Construction Ltd.,Unknown,1,8,75110,Construction Trades Helpers And Labourers
New Brunswick                                                              ,High Wage,Daeka Care Facilities Inc,Unknown,1,1,33102,"Nurse Aides, Orderlies And Patient Service Associates"
New Brunswick                                                              ,High Wage,Fancy Pokket Corporation,Unknown,1,1,75119,Other Trades Helpers And Labourers
New Brunswick                                                              ,High Wage,Four Season Chinese Restaurant Inc.,Unknown,1,1,13110,Administrative Assistants
New Brunswick                                                              ,High Wage,Horizon Health Network,Unknown,2,2,31100,Specialists In Clinical And Laboratory Medicine
New Brunswick                                                              ,High Wage,Juniper Organics Limited,Unknown,1,5,84120,Specialized Livestock Workers And Farm Machinery Operators
New Brunswick                                                              ,High Wage,Keltic Transportation Inc,Unknown,1,10,73300,Transport Truck Drivers
New Brunswick                                                              ,High Wage,Kj'S Beauty Spa,Corporation,1,4,63211,"Estheticians, Electrologists And Related Occupations"
New Brunswick                                                              ,High Wage,Mcconnell Transport Ltd,Unknown,1,4,73300,Transport Truck Drivers
New Brunswick                                                              ,High Wage,Plg Builders Ltd.,Unknown,1,8,75110,Construction Trades Helpers And Labourers
